fiscalYear;period;catAccountingView;catFinancialView;revenue;otherIncome;grossMargin;operatingExpenses;operatingProfit;FinancialResult;EarningsBeforeTax;nonRecurringResult;netProfit
2015;201506;Charges;Exceptionnel;909806.9;16062.89;433020.3;287770.39;202807.6;18191.71;289129.84;10709.96;35946.52
2018;201808;Produits;Financier;862859.93;9150.54;349631.84;66748.48;294912.83;-9877.02;54587.84;1217.48;123785.44
2024;202401;Produits;Exceptionnel;916283.69;45778.91;470734.84;96961.04;81501.45;10854.62;134756.54;-4238.21;121083.03
2021;202110;Charges;Opérationnel;678087.23;22715.27;391655.09;86665.21;224785.88;-369.73;81073.82;10516.48;138611.66
2022;202201;Immobilisations;Exceptionnel;809379.61;13900.61;256841.33;115770.53;248582.43;-6753.25;99620.35;11658.87;127922.27
2021;202105;Produits;Non opérationnel;464085.23;8665.84;51896.9;104691.7;50292.96;10903.48;29946.34;12281.4;124526.34
2018;201804;Trésorerie;Financier;920860.38;14641.94;323501.22;295925.71;204758.0;11447.82;218829.58;7238.37;147534.84
2023;202304;Trésorerie;Opérationnel;307518.37;27587.48;206346.42;240171.56;254193.68;-5454.07;245067.11;13771.23;190020.03
2024;202411;Produits;Exceptionnel;861423.28;21337.71;83649.78;98845.19;35921.1;512.69;266501.07;-422.43;32355.78
2021;202102;Trésorerie;Financier;381322.98;17886.3;316035.67;139557.95;302675.84;-5350.69;92339.62;6620.15;61998.35
2024;202412;Produits;Opérationnel;779986.8;7328.48;243934.16;172782.98;293522.48;12541.74;79668.56;3609.77;22857.91
2023;202302;Charges;Non opérationnel;225922.49;25985.72;317300.36;218498.99;378788.92;-422.95;159242.53;-2513.62;196874.32
2022;202208;Immobilisations;Financier;173132.5;1555.16;119114.0;187167.54;345583.65;2411.32;157683.02;-4561.13;6158.89
2022;202207;Immobilisations;Opérationnel;363325.05;22122.53;289934.15;60040.52;233619.54;18963.33;238263.2;9878.62;220658.23
2018;201803;Immobilisations;Non opérationnel;243195.66;21997.69;273311.44;37449.01;276071.15;15406.42;62801.77;11082.62;44456.43
2019;201912;Trésorerie;Non opérationnel;310705.89;24001.94;245780.03;281562.78;345059.45;18398.67;278793.75;8019.35;161475.91
2015;201506;Trésorerie;Non opérationnel;341265.28;12180.71;102403.41;130603.37;357783.58;7933.63;136996.97;13648.76;39039.34
2024;202411;Immobilisations;Opérationnel;232931.68;30822.3;169482.48;27043.07;252936.97;7182.34;44075.83;2012.68;80960.79
2018;201812;Produits;Financier;124163.21;1435.75;173877.41;228559.54;398724.87;4509.34;210040.6;9310.5;26684.04
2019;201901;Charges;Exceptionnel;787498.19;10441.67;97049.69;144090.29;166306.09;17270.28;80217.84;6961.62;236448.81
2015;201507;Immobilisations;Exceptionnel;974479.72;29694.69;237080.2;112857.76;216148.32;1464.53;178588.98;12391.97;97280.94
2020;202007;Produits;Opérationnel;167230.67;5053.28;418521.28;208718.16;198737.77;7013.01;47439.52;1662.76;21621.88
2024;202407;Immobilisations;Non opérationnel;365566.37;28498.72;415998.16;252812.27;36800.06;9888.94;253722.23;9630.52;145743.34
2016;201610;Produits;Exceptionnel;472592.48;42600.54;478327.59;84539.63;270445.09;-9319.84;20886.64;9628.51;39159.25
2024;202402;Trésorerie;Non opérationnel;953563.29;16703.78;127128.49;169065.28;158766.89;3943.28;95943.27;6629.29;161983.25
2020;202001;Immobilisations;Exceptionnel;674314.9;4868.92;67720.16;233698.03;64309.85;-4037.84;136554.38;8439.13;120597.07
2019;201905;Trésorerie;Non opérationnel;998474.93;13096.26;419047.65;271783.81;75016.02;18751.09;192671.51;2076.76;54595.09
2018;201806;Charges;Exceptionnel;842025.53;44726.52;214188.03;262869.92;328560.01;17326.75;155729.55;4332.29;116251.05
2024;202412;Trésorerie;Exceptionnel;275512.01;38071.49;235101.23;97248.81;395449.03;8741.67;114439.83;2597.69;26793.56
2017;201702;Produits;Financier;930699.94;31342.03;119698.53;91633.25;316481.25;7628.99;92546.21;2830.24;238949.57
2024;202408;Charges;Financier;711299.09;13288.35;283700.29;113444.01;54246.3;1619.61;227403.79;14700.63;186715.6
2018;201806;Immobilisations;Opérationnel;414843.47;17652.64;185398.4;270969.04;311049.95;16100.54;176283.37;12236.38;197467.55
2019;201908;Trésorerie;Financier;231030.93;30877.16;83370.17;178177.0;180814.76;3026.57;41325.99;7619.6;228914.49
2023;202303;Immobilisations;Non opérationnel;173685.22;18289.94;470969.8;176874.3;145064.33;6812.0;40563.63;13848.55;134235.01
2020;202005;Produits;Financier;705032.19;29671.31;238766.96;59028.81;30062.87;12428.09;189639.6;5610.35;242078.03
2015;201506;Charges;Non opérationnel;231912.96;21052.62;439275.27;239682.75;98299.34;11846.85;200092.47;5325.78;151985.73
2020;202007;Produits;Non opérationnel;743188.96;46831.81;373969.99;223576.11;253075.51;-3811.54;255075.83;13492.42;176591.08
2019;201901;Charges;Financier;778909.05;28385.2;455985.5;240516.07;240426.5;2132.97;197737.22;11955.64;41150.22
2020;202005;Produits;Exceptionnel;891044.01;29733.53;79143.07;108134.83;369523.17;-5786.03;286140.48;-1250.4;206580.15
2021;202101;Charges;Non opérationnel;107535.39;5375.53;108246.47;287225.47;89486.45;-3631.16;239186.14;6444.41;85166.92
2020;202003;Immobilisations;Exceptionnel;381062.17;34327.07;436625.71;101512.76;239587.42;9925.4;286888.34;5547.95;62982.06
2015;201503;Produits;Financier;873259.45;25962.52;399316.69;241545.65;285143.87;10753.25;241640.81;7034.03;196499.21
2023;202312;Charges;Financier;112784.1;38529.9;120564.19;204535.2;189278.67;17656.48;268549.23;-645.16;244671.38
2021;202108;Produits;Exceptionnel;304254.2;44950.47;372905.81;230496.3;165522.72;980.66;96799.37;-2187.47;141143.73
2024;202409;Immobilisations;Opérationnel;159375.34;15500.83;162140.04;288275.17;151650.67;15101.83;220167.16;3845.54;40644.75
2017;201709;Trésorerie;Exceptionnel;754887.96;23408.89;460097.52;82783.05;226603.05;18455.52;101150.68;828.58;131572.71
2016;201605;Trésorerie;Exceptionnel;910898.95;13647.03;427192.14;142971.36;201791.5;13714.11;256647.99;-4557.1;130961.46
2020;202001;Charges;Opérationnel;871794.24;14559.9;132066.87;92344.72;237324.24;-7173.14;75425.7;-1236.56;24388.93
2015;201508;Immobilisations;Financier;288580.16;39376.45;341997.18;279792.84;103331.93;-5921.61;265195.63;12475.39;34732.53
2020;202009;Produits;Opérationnel;110501.5;24306.15;165582.94;204869.48;87163.99;-1220.63;44471.69;3750.24;217325.61
2018;201801;Produits;Opérationnel;236287.18;21034.4;278009.76;113367.59;181013.67;19606.78;54596.78;9669.04;56317.27
2021;202110;Charges;Opérationnel;362031.72;33043.01;417546.37;67737.49;197617.65;14246.9;208119.73;8100.87;55322.36
2020;202004;Charges;Non opérationnel;524531.3;23231.77;385796.66;147155.44;56777.42;130.2;94223.91;9567.65;30432.08
2016;201612;Trésorerie;Exceptionnel;203818.17;12482.2;140168.34;185176.91;117512.55;-630.66;269041.96;7159.75;72926.66
2019;201911;Produits;Financier;779684.3;48435.57;144903.98;260506.3;205200.08;-3897.21;151576.59;6799.81;66797.44
2018;201809;Charges;Exceptionnel;395062.62;47524.89;325281.55;74821.61;205981.01;19851.05;99609.82;-4562.16;25216.35
2021;202105;Immobilisations;Financier;548486.45;20959.2;467562.84;222203.25;74369.27;11726.54;40175.62;205.66;87218.2
2015;201503;Charges;Opérationnel;750199.85;49471.9;171470.24;232060.05;17013.81;18830.45;81376.68;4506.34;32838.64
2021;202102;Trésorerie;Exceptionnel;907772.62;32299.4;460328.07;82406.22;210256.26;-121.52;149591.34;790.36;21260.31
2021;202108;Produits;Exceptionnel;455905.66;27942.22;52870.54;181976.88;350182.91;838.65;153462.51;-2835.1;209886.62
2018;201806;Charges;Financier;454539.73;42002.46;320263.63;241798.73;213030.33;12215.2;40802.35;-4896.06;81557.11
2015;201505;Trésorerie;Non opérationnel;642658.89;26248.79;265333.06;32342.04;243349.22;6926.7;244217.46;4790.15;16921.32
2017;201705;Produits;Exceptionnel;992480.98;11470.66;309802.05;264305.15;330061.46;-7523.59;117783.38;-1082.45;31296.12
2020;202004;Produits;Financier;617108.81;24213.2;151066.82;52763.32;215316.06;16788.61;12097.86;3652.26;219382.05
2016;201609;Immobilisations;Exceptionnel;965217.57;1016.84;283791.17;130862.45;285976.17;10360.55;57904.96;9186.36;117005.5
2015;201507;Charges;Financier;239193.85;15323.61;361769.62;38870.5;38620.61;7808.3;251334.35;8843.94;238754.83
2023;202309;Trésorerie;Exceptionnel;181042.11;13105.32;120621.43;116351.42;64968.64;-6118.11;267330.53;5484.08;223104.37
2018;201810;Trésorerie;Financier;716809.88;26188.39;266964.0;154735.24;237463.27;-6469.03;32217.78;8509.4;106014.42
2016;201602;Trésorerie;Exceptionnel;971394.56;7007.78;383627.28;268538.95;337102.25;4536.24;98749.82;81.61;36637.35
2015;201507;Produits;Exceptionnel;186887.05;23795.51;294027.0;265612.6;47438.95;-5455.87;214566.16;6695.8;188728.02
2020;202002;Charges;Exceptionnel;442311.68;20761.43;247816.19;201797.48;287844.21;15998.28;159656.43;-1322.12;59409.88
2018;201801;Immobilisations;Exceptionnel;289417.34;28869.15;162768.19;161215.58;73419.49;19463.56;177892.49;-81.79;234363.07
2024;202406;Charges;Opérationnel;120452.21;22767.85;134303.81;225553.01;184171.88;-6484.56;109430.54;2565.8;153046.59
2018;201811;Immobilisations;Exceptionnel;599387.18;14308.32;73259.72;273555.71;143438.05;10107.33;256495.2;3574.19;18305.01
2024;202412;Charges;Financier;551777.75;44442.87;238517.96;150167.78;156171.48;19698.01;127506.09;7737.01;186569.17
2017;201702;Produits;Non opérationnel;815987.51;28448.6;304895.05;126741.16;64053.99;1227.32;273436.21;9870.98;132296.01
2018;201807;Trésorerie;Financier;268085.79;6613.34;436244.34;114118.81;62865.13;5147.78;200124.18;2020.52;190422.1
2018;201802;Charges;Financier;283639.67;2849.44;318455.47;110168.52;246646.97;12970.29;104582.39;-3776.15;192848.89
2019;201902;Produits;Exceptionnel;574681.28;40815.12;231356.65;283749.11;85116.1;18995.2;61273.29;6298.59;127975.81
2016;201606;Produits;Financier;641030.05;33967.78;274423.03;77760.12;281523.19;10668.7;107597.32;-1402.17;68429.1
2016;201606;Produits;Non opérationnel;880545.25;18306.41;401118.36;103474.74;321818.31;-7744.76;163271.77;4358.24;238016.21
2022;202201;Immobilisations;Exceptionnel;457344.11;14928.3;394603.69;37171.98;158214.66;-3937.38;36422.49;14671.29;40876.93
2022;202212;Charges;Non opérationnel;417896.47;7214.5;269372.77;163375.72;163334.7;6951.3;63852.65;6149.71;34864.91
2020;202003;Charges;Exceptionnel;889769.73;38443.39;285040.0;64713.83;309086.04;4076.52;198874.77;8540.47;164043.93
2015;201512;Charges;Non opérationnel;402435.29;21900.85;302123.09;252933.63;321100.41;6863.55;25786.81;2097.28;13338.65
2017;201709;Charges;Opérationnel;820454.37;24877.72;398676.41;37311.13;326206.37;12028.65;224691.85;2626.27;95736.69
2018;201808;Trésorerie;Opérationnel;496715.45;22847.0;479762.42;91931.52;252559.25;176.97;226978.01;8014.6;192644.25
2020;202012;Charges;Opérationnel;696252.22;48071.52;499686.15;33338.55;266196.81;15009.05;28186.99;2097.95;188142.72
2018;201805;Immobilisations;Opérationnel;979806.66;31450.74;216243.51;211635.81;210439.59;5074.69;48872.84;13764.9;29081.87
2021;202104;Immobilisations;Exceptionnel;160319.25;25110.57;194262.14;121210.13;351333.46;-1909.02;57934.5;-1439.88;115779.46
2019;201901;Charges;Opérationnel;926456.37;31405.04;197525.5;161514.31;124799.5;10445.62;187671.82;8701.77;49316.82
2022;202206;Charges;Non opérationnel;507793.69;49954.37;205330.42;81463.56;185315.34;-4038.34;72261.18;1880.02;217550.41
2023;202311;Immobilisations;Non opérationnel;478732.7;13870.65;342566.0;141852.18;369674.28;13227.95;235912.04;11555.93;113990.32
2019;201901;Charges;Exceptionnel;829338.25;43307.34;343588.33;281204.3;256899.5;-6784.8;52519.07;9795.64;148687.74
2016;201601;Charges;Exceptionnel;235726.58;14589.97;291429.74;209146.96;144702.97;4472.36;248690.75;6557.83;204301.53
2023;202303;Trésorerie;Non opérationnel;836145.61;16479.78;391126.11;255421.34;262056.53;-771.28;55666.04;9739.54;148604.01
2017;201711;Charges;Financier;829219.65;7305.7;53740.99;221674.13;159262.53;-680.39;157608.69;-2804.51;86270.49
2016;201605;Trésorerie;Opérationnel;768942.28;11639.33;75177.32;155957.6;331356.66;5544.43;22336.34;7505.8;77025.53
2022;202202;Produits;Non opérationnel;913037.04;12614.17;368163.46;168786.29;173484.75;18256.07;152687.78;6265.28;245275.52
2024;202410;Trésorerie;Opérationnel;847080.82;42864.9;384505.7;189407.45;200564.82;16812.63;203886.46;10278.16;24238.98
2016;201602;Charges;Opérationnel;958306.47;30856.14;156681.87;249005.71;222705.69;19607.32;65126.28;-460.94;75582.05
2017;201702;Charges;Non opérationnel;555561.82;4617.35;400571.03;285933.71;267982.47;7982.37;55396.28;1082.55;143498.93
2022;202209;Charges;Non opérationnel;251663.04;12248.2;167632.27;52787.62;96005.28;-1743.59;64304.9;3768.93;183090.09
2019;201905;Trésorerie;Non opérationnel;206836.39;19631.93;470979.5;268768.68;261269.31;4501.88;59443.32;-4517.94;197484.02
2024;202403;Trésorerie;Non opérationnel;387424.99;25051.69;78522.27;139345.76;69708.92;1328.72;162110.07;-1339.85;228728.54
2018;201808;Produits;Exceptionnel;608846.23;35631.0;384058.01;237377.62;368874.87;8342.47;280634.47;-3454.3;50951.96
2017;201708;Trésorerie;Non opérationnel;905391.93;8294.66;109222.29;263680.86;372989.67;14718.15;150481.0;14561.41;115196.94
2017;201704;Trésorerie;Non opérationnel;550291.06;11956.97;449218.89;288495.36;120313.76;-876.31;235421.64;1687.94;226469.2
2019;201903;Immobilisations;Opérationnel;302968.18;15864.03;173556.84;32354.05;259759.62;845.81;283816.98;5323.98;69054.46
2020;202008;Produits;Non opérationnel;489264.75;6357.74;346587.49;90386.04;296208.69;19694.97;129117.88;-1755.47;215840.87
2017;201712;Immobilisations;Non opérationnel;144963.67;1513.87;174304.6;174612.1;284160.11;-5259.82;128902.46;-2803.2;40126.37
2024;202401;Produits;Financier;646308.37;49488.82;192730.86;50953.72;347308.75;-5333.32;79666.76;2295.02;248728.26
2024;202402;Charges;Exceptionnel;504737.71;17271.4;345614.84;242851.01;263602.08;15547.74;103005.44;13060.25;14195.48
2017;201702;Trésorerie;Financier;678758.27;25435.75;405968.92;262941.61;312175.36;-2158.19;175958.48;6744.01;151437.27
2021;202101;Immobilisations;Opérationnel;644093.72;24535.73;433340.63;181106.03;174650.67;9912.69;154457.28;14537.53;138105.13
2019;201910;Produits;Opérationnel;257043.14;25206.43;366434.06;89341.9;338897.64;-1808.39;102839.65;2981.53;23290.62
2021;202109;Charges;Financier;489669.89;23822.84;243007.91;258314.85;325027.73;11421.29;51248.96;13725.64;89994.83
2019;201909;Immobilisations;Financier;110005.14;11326.94;173040.05;82804.74;354138.79;18524.76;66570.19;-2716.78;180213.82
2022;202203;Trésorerie;Exceptionnel;943935.3;39634.68;404505.45;87005.33;19428.6;4554.16;152368.89;1324.67;215956.72
2019;201901;Trésorerie;Non opérationnel;797950.2;47602.93;76180.03;93369.72;108494.96;478.64;15590.81;-4001.94;234763.69
2021;202107;Immobilisations;Financier;348503.08;23329.17;133799.73;247628.13;282283.72;15809.58;201142.71;-1940.2;137466.9
2016;201607;Immobilisations;Financier;548731.1;30074.56;244365.39;279687.82;10070.09;14459.69;39429.27;-2189.04;86233.37
2024;202402;Immobilisations;Financier;768163.13;22833.55;285100.77;36176.88;201371.27;-6255.24;273456.16;14708.61;195962.86
2024;202405;Immobilisations;Opérationnel;114610.64;42653.28;62332.77;57464.11;380788.41;14351.0;97883.94;1330.05;49234.51
2020;202007;Trésorerie;Non opérationnel;381013.73;29816.36;131490.41;47776.96;350168.81;11677.89;13379.71;6734.05;96055.03
2020;202002;Produits;Opérationnel;223059.61;35301.8;264799.89;140590.02;350090.36;11485.56;210351.12;-2088.25;103500.11
2024;202410;Produits;Financier;743600.48;40530.84;89885.32;162389.8;169358.87;2124.81;218461.03;8742.7;139713.7
2018;201806;Immobilisations;Exceptionnel;898085.38;12708.72;161377.24;237889.54;36524.43;18524.39;141768.51;3150.15;46034.14
2021;202104;Immobilisations;Non opérationnel;249542.62;21751.44;383823.8;28737.21;117649.0;11171.38;118491.11;-3517.95;121883.09
2015;201505;Charges;Non opérationnel;920974.68;23981.71;153767.59;121616.45;37845.73;7081.26;61294.67;3890.75;193493.44
2016;201604;Charges;Non opérationnel;261605.31;28020.52;437992.11;230819.1;395548.0;5514.67;248289.84;-3842.67;56817.32
2016;201611;Charges;Financier;264805.17;20953.82;490017.26;97042.38;98768.6;9754.16;224833.07;13798.78;48536.87
2018;201803;Trésorerie;Exceptionnel;650395.85;41213.73;57736.82;258104.31;189598.44;9971.96;56547.76;11083.11;64436.27
2018;201802;Produits;Non opérationnel;667355.92;10341.95;224584.09;237909.35;161754.46;-5844.07;134771.19;-2897.33;226390.83
2022;202209;Produits;Exceptionnel;462140.94;30042.23;439788.79;240694.48;327261.26;12131.31;75950.87;-1872.52;67468.5
2016;201603;Trésorerie;Financier;759369.12;12559.99;401154.87;120021.03;388295.29;-2093.4;220915.97;1424.5;102237.84
2019;201903;Immobilisations;Non opérationnel;729629.41;3837.32;405094.54;285164.53;373924.82;-1176.73;245791.09;11824.43;182778.49
2016;201609;Trésorerie;Financier;446432.81;42094.8;325805.0;278916.52;64038.49;-4143.76;246904.7;3128.17;39690.89
2016;201607;Trésorerie;Opérationnel;569015.85;8188.79;399765.23;74923.27;59132.06;17813.45;39171.99;7392.44;236386.96
2015;201506;Charges;Opérationnel;290896.34;25041.13;251560.85;266328.62;103703.9;14223.7;75571.77;2235.03;121003.76
2016;201602;Charges;Opérationnel;597633.71;7682.34;408229.5;272984.76;14874.88;19782.87;299113.4;13317.7;214434.01
2018;201811;Trésorerie;Opérationnel;802678.66;15224.61;177236.64;200422.1;376028.02;17290.26;165316.87;2387.53;63131.86
2022;202204;Trésorerie;Opérationnel;738361.75;12342.83;115239.77;260015.71;367223.46;-2106.26;152159.57;8109.77;208838.89
2015;201501;Charges;Opérationnel;554717.61;8606.11;207385.71;256949.2;298661.74;-9420.23;156106.5;2561.6;78074.45
2015;201505;Trésorerie;Non opérationnel;655792.78;47775.16;327333.81;276845.9;98240.68;-9237.9;198754.29;-1036.98;26059.28
2018;201808;Immobilisations;Opérationnel;445378.19;29782.39;473031.78;206747.62;296858.52;16002.18;97553.46;9475.02;169247.29
2023;202308;Immobilisations;Financier;289105.72;3932.36;252395.99;282481.6;54774.74;-4999.88;152675.9;-2066.86;154214.67
2015;201505;Charges;Exceptionnel;332887.45;23689.69;216983.28;72934.48;47686.09;-9360.34;217569.23;9103.49;58858.06
2024;202406;Charges;Exceptionnel;984820.61;7249.46;197177.83;233007.4;109874.22;2241.67;196019.28;13832.03;238887.75
2015;201504;Immobilisations;Opérationnel;238391.85;42878.35;463259.3;99733.13;252370.24;-14.06;162059.63;12384.43;211407.46
2016;201608;Trésorerie;Financier;646117.26;8837.34;289084.99;278669.85;395230.74;-8397.92;129619.09;11551.38;93478.47
2022;202209;Charges;Exceptionnel;373850.65;29734.94;55216.92;205693.59;379621.15;11960.18;87178.41;-3886.17;10926.51
2019;201903;Produits;Opérationnel;205521.47;40759.38;477501.24;89971.07;169884.06;15032.7;116805.93;9233.13;7401.91
2020;202004;Charges;Financier;899052.34;13665.81;370099.31;251978.89;24189.61;-1968.58;188388.99;8433.42;130246.25
2016;201605;Charges;Non opérationnel;297658.24;29723.46;214889.1;131110.76;234532.74;19252.55;294145.14;8224.63;114280.08
2022;202207;Produits;Exceptionnel;944277.97;41009.43;77773.25;224615.54;10422.93;-2253.58;292310.2;-3621.58;161363.75
2021;202112;Produits;Financier;668427.63;10200.73;157683.79;25993.7;151319.64;-2205.91;216937.04;-4096.99;132760.17
2019;201902;Trésorerie;Financier;849425.52;10405.68;332816.26;253332.82;341324.32;-3040.53;169405.93;11125.68;79856.77
2024;202405;Produits;Exceptionnel;176702.14;13706.39;433434.61;190244.39;209906.61;-2890.99;69085.0;-1699.93;217542.69
2015;201507;Charges;Exceptionnel;536737.86;30821.11;281082.37;222434.31;137791.73;-4028.61;277137.59;-1554.41;156950.14
2021;202106;Immobilisations;Exceptionnel;488165.29;21846.76;354325.19;186991.82;62787.87;19474.59;290045.02;14609.77;57840.48
2021;202112;Immobilisations;Non opérationnel;657973.29;42940.31;99952.95;159317.71;285730.98;6802.97;67024.85;-1956.67;165693.43
2018;201812;Produits;Non opérationnel;693951.27;43145.39;75659.71;82494.62;36582.58;-4690.32;62339.45;-750.32;25367.23
2019;201912;Trésorerie;Opérationnel;984101.17;39445.16;180479.68;34363.22;121661.55;9998.1;200007.97;-2321.07;54255.62
2024;202403;Produits;Financier;532476.89;29110.94;319125.17;231799.77;29353.19;12593.62;18608.38;-3910.49;66265.33
2016;201611;Produits;Financier;420334.84;19630.9;242920.13;289961.34;13612.09;10830.03;251456.4;9041.27;220620.75
2019;201910;Charges;Financier;188234.76;6309.89;284415.51;172309.24;71586.85;2197.9;225220.55;10281.02;160065.83
2015;201506;Produits;Exceptionnel;153802.86;20991.78;411133.36;232184.86;36839.36;2072.38;125203.77;-3324.6;137807.41
2018;201811;Produits;Opérationnel;333425.16;16005.51;309196.17;155531.08;162930.39;17928.94;241342.6;-797.37;114050.36
2017;201708;Immobilisations;Exceptionnel;687847.35;30970.29;248996.66;103071.28;102097.2;6404.64;161615.51;4868.78;215075.26
2018;201801;Produits;Opérationnel;339387.37;6985.52;77690.92;73869.95;383016.89;8925.9;141284.05;12811.99;62871.97
2024;202412;Charges;Non opérationnel;630084.83;44907.2;214544.62;123925.23;65003.86;-9918.29;268461.7;-4243.04;57327.09
2024;202411;Charges;Exceptionnel;662536.44;24429.06;186106.4;169132.71;164135.64;-1075.52;229045.06;-1304.88;186259.34
2017;201710;Trésorerie;Opérationnel;176153.95;3445.88;357395.67;283596.53;371122.58;2258.08;79115.19;8883.23;132361.81
2023;202312;Produits;Financier;371581.51;17295.95;54572.12;33912.12;46528.03;19048.83;265440.99;772.33;30912.05
2021;202110;Trésorerie;Financier;335821.05;27889.96;460761.01;88003.91;357403.25;-4766.62;109043.67;-1629.16;96121.75
2020;202002;Produits;Financier;607910.41;16506.07;400846.32;217256.75;114624.91;-9105.68;110435.17;-3302.42;224667.41
2018;201811;Immobilisations;Opérationnel;728363.67;2208.34;90452.22;267128.16;177935.76;3450.17;207470.19;11105.13;178233.78
2016;201607;Trésorerie;Financier;736963.78;11055.36;175672.16;154243.9;20379.79;19944.96;20593.27;-948.3;122488.82
2020;202005;Immobilisations;Financier;271293.09;17749.47;455112.78;155474.06;389776.01;13312.08;78863.51;9295.47;214132.34
2021;202104;Trésorerie;Non opérationnel;567771.11;6300.16;426711.02;247837.38;225930.83;-9105.75;216986.66;7651.34;97086.76
2015;201507;Trésorerie;Exceptionnel;330423.46;14158.4;481897.57;77680.55;255457.85;-9117.22;249966.9;-1305.4;240664.57
2023;202305;Produits;Non opérationnel;967077.92;30813.27;240813.17;86348.9;252856.61;3511.46;283872.51;-4924.57;87170.06
2019;201905;Charges;Non opérationnel;283771.05;17947.54;101630.2;114019.06;295192.94;-6896.65;134834.96;7873.58;70602.63
2018;201804;Produits;Non opérationnel;793388.78;20154.15;224274.93;246984.74;31499.97;3826.98;261771.85;2591.42;184719.02
2023;202309;Trésorerie;Financier;714213.91;13542.61;316478.98;146860.99;250886.94;6620.96;277226.09;14418.13;95073.61
2015;201504;Immobilisations;Opérationnel;966137.25;43407.99;80187.48;206607.53;302952.74;11042.44;187859.01;5538.08;156531.04
2022;202206;Trésorerie;Financier;640700.98;18526.99;179362.03;281465.49;344893.96;10924.62;34767.47;6635.59;78377.36
2020;202007;Produits;Opérationnel;993342.99;46156.59;292347.39;219102.31;329026.57;5741.88;214810.0;6173.64;214076.6
2018;201810;Trésorerie;Non opérationnel;537159.64;38313.03;442647.72;84101.53;309650.74;6.64;232550.12;12376.62;208676.47
2022;202206;Produits;Exceptionnel;353120.29;29882.77;411349.73;133273.31;50707.82;13851.12;242841.79;1642.72;53741.96
2015;201507;Charges;Opérationnel;781724.49;19158.97;390596.95;67391.21;94487.68;-7625.4;50242.98;13041.8;156935.94
2016;201606;Charges;Financier;931686.05;1668.67;79636.83;176153.48;269779.31;-2653.53;264057.42;13792.03;42562.13
2022;202204;Trésorerie;Financier;312540.28;40503.11;203015.87;94158.34;177848.34;15481.31;46250.25;9637.58;166007.02
2016;201605;Produits;Opérationnel;771241.53;30418.33;320119.21;48539.66;353543.78;-7217.81;170416.6;-3575.13;146025.73
2019;201906;Charges;Non opérationnel;778262.95;43227.06;243490.72;220249.39;188370.54;12814.36;97638.11;5599.48;97135.56
2023;202303;Produits;Financier;753357.4;12538.32;146671.48;126536.58;369135.15;8008.43;28292.78;83.7;62493.63
2017;201706;Immobilisations;Financier;495960.32;3387.98;240812.69;182670.85;84730.19;-7935.73;209457.2;-2943.12;169032.61
2024;202408;Trésorerie;Financier;595349.46;14073.14;269722.96;258044.89;21245.99;2610.67;221095.75;1813.58;58944.1
2022;202210;Produits;Opérationnel;299756.93;35556.05;293550.52;288557.65;362257.36;17639.95;94537.52;610.98;96438.89
2017;201704;Trésorerie;Financier;403733.57;30239.35;272565.3;170829.06;149071.05;4746.72;33230.65;939.78;214612.07
2015;201510;Charges;Exceptionnel;146170.04;27549.0;238438.26;253088.31;127175.45;-3611.47;264857.26;1040.21;54876.46
2015;201511;Produits;Opérationnel;793990.91;10529.58;171964.82;180789.53;210325.93;-6942.72;107708.28;11324.8;237671.51
2015;201505;Charges;Financier;553082.09;4581.53;181077.18;57841.08;35203.34;18746.29;257586.36;179.88;100461.24
2017;201710;Produits;Non opérationnel;476549.73;18181.82;495962.04;63595.82;93698.26;-2830.54;74354.14;3966.12;70134.65
2015;201503;Charges;Opérationnel;198185.7;30522.07;264781.71;47189.23;239155.81;15048.51;167795.56;-219.91;33374.38
2018;201803;Produits;Financier;767282.81;46466.57;174703.32;184013.77;262918.59;1876.49;28607.13;9838.32;217158.12
2023;202301;Charges;Opérationnel;207949.48;30642.51;453323.98;284282.45;165239.82;1332.05;233352.34;2184.72;41225.71
2023;202308;Immobilisations;Opérationnel;303703.68;30636.82;158460.91;58093.31;54568.85;8745.67;211499.43;13036.02;111008.4
2017;201704;Trésorerie;Opérationnel;876310.01;43750.24;144863.66;205315.67;320383.17;-8489.32;186380.19;2642.35;28473.25
2015;201509;Charges;Non opérationnel;443077.98;47521.38;175157.68;243527.55;78247.98;-4281.08;232986.1;-2308.23;110968.48
2016;201607;Immobilisations;Opérationnel;446909.37;21825.95;266010.11;253253.88;42985.29;13463.08;258385.91;-175.48;102528.63
2021;202103;Immobilisations;Financier;674773.28;42200.82;323215.02;192852.72;280998.82;19979.06;105673.47;4140.54;71715.6
2022;202203;Immobilisations;Exceptionnel;817207.47;49292.41;257459.29;232870.15;311556.72;12955.59;279088.33;5359.69;71497.55
2015;201509;Charges;Opérationnel;191567.25;13242.91;331875.06;178429.12;189102.91;7655.11;233830.3;12308.82;102840.75
2016;201607;Produits;Financier;918062.74;26714.12;145759.12;45738.1;265686.16;12413.48;46883.65;3213.5;42216.41
2017;201710;Trésorerie;Non opérationnel;588988.52;29282.19;351756.91;206680.67;356576.83;6693.97;50341.03;435.86;200365.0
2020;202006;Immobilisations;Exceptionnel;859128.89;44070.95;240431.92;133366.36;47259.58;14270.87;71398.15;7055.11;40905.42
2022;202205;Produits;Exceptionnel;550986.79;30385.37;229571.5;295372.88;150431.14;-8026.05;146867.37;14084.51;59847.13
